year,month,circ_type
1952,8,"['TB', 'TB', 'TB', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA']"
1953,8,"['WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'WA', 'BM', 'BM', 'BM', 'BM', 'SWA', 'SWA', 'SWA', 'SWA', 'U', 'WA', 'WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA']"
1954,8,"['WZ', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWZ', 'SWZ', 'SWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'TM', 'TM', 'TM', 'TM', 'BM', 'BM', 'BM', 'WA', 'WA', 'WA']"
1955,8,"['BM', 'BM', 'NWA', 'NWA', 'NWA', 'NWA', 'NZ', 'NZ', 'NZ', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'BM', 'BM', 'BM', 'WA']"
1956,8,"['WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'TRW', 'TRW', 'TRW', 'TRW', 'U']"
1957,8,"['HB', 'HB', 'HB', 'HNA', 'HNA', 'HNA', 'HNA', 'TB', 'TB', 'TB', 'TB', 'TRW', 'TRW', 'TRW', 'TRW', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NWZ', 'NWZ', 'NWZ', 'WA', 'WA', 'WA']"
1958,8,"['WA', 'WA', 'WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'WZ', 'WZ', 'WZ', 'WZ', 'SA', 'SA', 'SA', 'HFA', 'HFA']"
1959,8,"['TM', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'HM', 'HM', 'HM', 'HM', 'WW', 'WW', 'WW', 'WW', 'WW', 'NEA', 'NEA', 'NEA', 'HM', 'HM', 'HM', 'U', 'BM', 'BM', 'BM', 'BM', 'NWA', 'NWA', 'NWA', 'NWA', 'HB']"
1960,8,"['TB', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'TM', 'TM', 'TM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW', 'WZ', 'WZ', 'WZ', 'SWA', 'SWA', 'SWA', 'SWA', 'TB', 'TB', 'TB', 'WZ', 'WZ', 'WZ']"
1961,8,"['BM', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'WZ', 'WZ', 'WZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM']"
1962,8,"['BM', 'BM', 'BM', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'BM', 'BM', 'BM', 'BM', 'SWA', 'SWA', 'SWA', 'SWA', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA']"
1963,8,"['HFA', 'HFA', 'HFA', 'TRW', 'TRW', 'TRW', 'TRW', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TB', 'TB']"
1964,8,"['NWZ', 'NWZ', 'NWZ', 'WA', 'WA', 'WA', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'TB', 'TB', 'TB', 'TB', 'TB', 'BM', 'BM', 'BM', 'HM', 'HM', 'HM', 'HM', 'HM', 'NWZ', 'NWZ', 'NWZ']"
1965,8,"['WS', 'WS', 'WS', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'BM', 'BM', 'BM', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRW']"
1966,8,"['WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'TB', 'TB']"
1967,8,"['TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'HM', 'HM', 'HM', 'BM', 'BM', 'BM', 'NEA', 'NEA', 'NEA', 'U', 'WZ']"
1968,8,"['NEZ', 'NEZ', 'NEZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'TM', 'TM', 'TM', 'U', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'HM', 'HM', 'HM', 'HM', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'TM', 'TM', 'TM']"
1969,8,"['HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'NEA', 'NEA', 'NEA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'NEZ', 'NEZ', 'NEZ', 'NZ', 'NZ', 'NZ', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'NWA']"
1970,8,"['WA', 'HFA', 'HFA', 'HFA', 'HFA', 'SWZ', 'SWZ', 'SWZ', 'WA', 'WA', 'WA', 'WA', 'WA', 'WW', 'WW', 'WW', 'WW', 'WW', 'TB', 'TB', 'TB', 'NA', 'NA', 'NA', 'NA', 'NA', 'BM', 'BM', 'BM', 'BM', 'BM']"
1971,8,"['SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'WZ', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'TRW', 'TRW', 'TRW', 'WZ', 'WZ', 'WZ', 'WZ']"
1972,8,"['NZ', 'NZ', 'NZ', 'U', 'SWA', 'SWA', 'SWA', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'HB', 'HB', 'HB', 'HNA', 'HNA', 'HNA', 'NEA', 'NEA']"
1973,8,"['HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'BM', 'BM', 'BM', 'BM', 'BM', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'WZ', 'WZ']"
1974,8,"['WA', 'WA', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'SWA', 'SWA', 'SWA', 'TRW', 'TRW', 'TRW', 'NEA', 'NEA', 'NEA', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'SEA', 'SEA', 'SEA', 'WW']"
1975,8,"['BM', 'BM', 'HM', 'HM', 'HM', 'HFA', 'HFA', 'HFA', 'HFA', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'U', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'TRM', 'BM', 'BM', 'BM', 'BM', 'BM']"
1976,8,"['NWZ', 'WA', 'WA', 'WA', 'WA', 'WA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'HB', 'HB', 'HB', 'HFA', 'HFA', 'HFA', 'HM', 'HM', 'HM', 'NEZ', 'NEZ', 'NEZ', 'TRM', 'TRM']"
1977,8,"['NEZ', 'NEZ', 'NEZ', 'WA', 'WA', 'WA', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'TM', 'TM', 'TM', 'TM', 'TM', 'TM', 'U', 'TRW', 'TRW', 'TRW', 'BM', 'BM', 'BM', 'BM']"
1978,8,"['TB', 'TB', 'TB', 'WA', 'WA', 'WA', 'NZ', 'NZ', 'NZ', 'NZ', 'NA', 'NA', 'NA', 'WW', 'WW', 'WW', 'WW', 'BM', 'BM', 'BM', 'BM', 'BM', 'NWA', 'NWA', 'NWA', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ']"
1979,8,"['WZ', 'TRW', 'TRW', 'TRW', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'HFA', 'HFA', 'HFA', 'HFA', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'TRW', 'TRW', 'TRW', 'TRW', 'HNZ', 'HNZ', 'HNZ', 'HM', 'HM', 'HM', 'HM']"
1980,8,"['SA', 'SA', 'SA', 'WA', 'WA', 'WA', 'WA', 'U', 'BM', 'BM', 'BM', 'BM', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'U', 'NZ', 'NZ', 'NZ', 'NZ', 'SEA', 'SEA', 'SEA', 'WZ', 'WZ', 'WZ', 'U']"
1940,9,"['NWA', 'NWA', 'NWA', 'HM', 'HM', 'HM', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'HB', 'HB', 'HB', 'HB', 'HB']"
1941,9,"['HM', 'HM', 'HM', 'HM', 'HM', 'HB', 'HB', 'HB', 'HB', 'HB', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'BM']"
1942,9,"['SWA', 'SWA', 'SWA', 'WA', 'WA', 'WA', 'BM', 'BM', 'BM', 'BM', 'BM', 'HFA', 'HFA', 'HFA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'TRM', 'TRW', 'TRW', 'TRW']"
1943,9,"['HM', 'HM', 'HM', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'U', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'TRM', 'TRM', 'TRM', 'BM', 'BM', 'BM']"
1944,9,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'HM', 'HM', 'HM', 'HM', 'SA', 'SA', 'SA', 'SA', 'SA', 'SA', 'SA', 'SA', 'SA', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM']"
1945,9,"['HM', 'HM', 'HM', 'HM', 'HB', 'HB', 'HB', 'HB', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TM', 'TM', 'TM', 'NWZ', 'NWZ', 'NWZ', 'NWZ']"
1946,9,"['TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'HM', 'HM', 'HM', 'HM', 'HNA', 'HNA']"
1947,9,"['NEA', 'NEA', 'NEA', 'BM', 'BM', 'BM', 'BM', 'WA', 'WA', 'WA', 'WA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'TRM', 'TRM', 'TRM', 'TRM', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA']"
1948,9,"['WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'HM', 'HM', 'HM', 'HM', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'NWA', 'NWA', 'NWA', 'NWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'WA', 'WA']"
1949,9,"['SA', 'SA', 'SA', 'SA', 'SA', 'SA', 'BM', 'BM', 'BM', 'BM', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'WW', 'WW', 'WW', 'WW', 'HNFZ', 'HNFZ', 'HNFZ', 'SEA', 'SEA', 'SEA', 'SEA', 'BM', 'BM', 'BM', 'BM', 'BM']"
1950,9,"['TRM', 'TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW', 'WA', 'WA', 'WA']"
1951,9,"['WW', 'WW', 'WW', 'WW', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'SA', 'SA', 'SA', 'WZ', 'WZ', 'WZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'HM', 'HM', 'HM', 'WW', 'WW', 'WW', 'WW', 'WW', 'HFA', 'HFA']"
1952,9,"['WA', 'WA', 'WA', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'TM', 'TM', 'TM', 'TM', 'TM', 'HNA', 'HNA', 'HNA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ']"
1953,9,"['WA', 'WA', 'WA', 'WA', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'SEA', 'SEA', 'SEA', 'WW', 'WW', 'WW', 'WW', 'TB', 'TB', 'TB', 'TB', 'HM', 'HM', 'HM', 'HM', 'BM', 'BM']"
1954,9,"['WA', 'SWA', 'SWA', 'SWA', 'SWA', 'WW', 'WW', 'WW', 'WW', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'NWZ', 'NWZ', 'NWZ']"
1955,9,"['WA', 'WA', 'WA', 'WA', 'WA', 'TRM', 'TRM', 'TRM', 'WW', 'WW', 'WW', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'HM', 'HM', 'HM', 'SA', 'SA', 'SA', 'SA', 'U', 'NWA', 'NWA', 'NWA', 'WA', 'WA']"
1956,9,"['SEZ', 'SEZ', 'SEZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'HB', 'HB', 'HB', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SWZ', 'SWZ', 'SWZ', 'SWZ']"
1957,9,"['WA', 'WA', 'WA', 'WA', 'WA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'SWZ', 'SWZ', 'SWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'HB']"
1958,9,"['HFA', 'HFA', 'HFA', 'HFA', 'HM', 'HM', 'HM', 'HB', 'HB', 'HB', 'HB', 'HB', 'HM', 'HM', 'HM', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'WW', 'WW', 'WW', 'WZ', 'WZ', 'WZ', 'WZ', 'U', 'SA', 'SA', 'SA']"
1959,9,"['HB', 'HB', 'HB', 'HB', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'BM', 'BM', 'BM', 'WA', 'WA', 'WA', 'U', 'NEZ', 'NEZ', 'NEZ', 'HM', 'HM']"
1960,9,"['WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'SEZ', 'SEZ', 'SEZ', 'SEZ', 'WW', 'WW', 'WW', 'WW', 'BM', 'BM', 'BM', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA']"
1961,9,"['HM', 'HM', 'HM', 'U', 'TRW', 'TRW', 'TRW', 'TRW', 'WA', 'WA', 'WA', 'WA', 'WA', 'U', 'HM', 'HM', 'HM', 'HM', 'HM', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'WA', 'WA', 'WA', 'SA', 'SA', 'SA']"
1962,9,"['WA', 'WA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'U', 'SWZ', 'SWZ', 'SWZ', 'NWA', 'NWA', 'NWA', 'TRM', 'TRM', 'TRM', 'TRM', 'HB', 'HB', 'HB', 'HB', 'U', 'SA', 'SA', 'SA', 'SA', 'SA', 'SWA']"
1963,9,"['TB', 'TB', 'TB', 'TRW', 'TRW', 'TRW', 'WZ', 'WZ', 'WZ', 'WZ', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'HFA', 'HFA', 'HFA', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ']"
1964,9,"['HM', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NWZ', 'NWZ', 'NWZ', 'HM', 'HM', 'HM', 'HM', 'BM', 'BM', 'BM', 'BM']"
1965,9,"['TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'SZ', 'SZ', 'SZ', 'SZ', 'TM', 'TM', 'TM']"
1966,9,"['TB', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'NWA', 'NWA', 'NWA', 'BM', 'BM', 'BM', 'HB', 'HB', 'HB', 'HB', 'HNA', 'HNA', 'HNA', 'HNA', 'SWZ']"
1967,9,"['WZ', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'WW', 'WW', 'WW', 'SWZ', 'SWZ', 'SWZ', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'WZ']"
1968,9,"['TB', 'TB', 'TB', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFA', 'HFA', 'HFA', 'U', 'HNZ', 'HNZ', 'HNZ', 'TRW', 'TRW', 'TRW', 'TRW', 'U', 'WS', 'WS', 'WS', 'WS', 'WS', 'SWA', 'SWA', 'SWA', 'WW', 'WW', 'WW']"
1969,9,"['NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'BM', 'BM', 'BM', 'SA', 'SA', 'SA', 'SA', 'TM', 'TM', 'TM', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA']"
1970,9,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TB', 'TB', 'TB', 'TB', 'TB', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'BM', 'BM', 'BM', 'BM', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HM', 'HM', 'HM', 'NWZ']"
1971,9,"['WA', 'WA', 'WA', 'WA', 'WA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'WZ', 'HM']"
1972,9,"['NEA', 'NEA', 'HB', 'HB', 'HB', 'HB', 'SWA', 'SWA', 'SWA', 'TRM', 'TRM', 'TRM', 'HB', 'HB', 'HB', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'BM', 'BM', 'BM', 'NA', 'NA', 'NA', 'HB', 'HB', 'HB', 'HB', 'U']"
1973,9,"['WZ', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'U', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'WW', 'WW', 'WW', 'WW', 'WW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRM', 'TRM', 'TRM', 'TB', 'TB', 'TB']"
1974,9,"['WW', 'WW', 'WW', 'WW', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'HM', 'HM', 'HM', 'U', 'BM', 'BM', 'BM', 'BM', 'U', 'BM', 'BM', 'BM', 'TRW', 'TRW', 'TRW', 'TRM', 'TRM', 'TRM', 'TRW', 'TRW', 'TRW']"
1975,9,"['BM', 'BM', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'U', 'SA', 'SA', 'SA', 'BM', 'BM', 'BM', 'BM', 'BM', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWA']"
1976,9,"['TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'WA', 'WA', 'WA', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'HFZ']"
1977,9,"['BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HFA', 'HFA', 'HFA', 'HFA', 'U', 'WZ', 'WZ']"
1978,9,"['NZ', 'NZ', 'NZ', 'WS', 'WS', 'WS', 'WS', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'WA', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'WZ']"
1979,9,"['HM', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'HM', 'BM', 'BM', 'BM', 'BM', 'BM', 'NWA', 'NWA', 'NWA', 'WA', 'WA', 'WA', 'WA', 'WA', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'BM', 'BM', 'BM', 'BM', 'HFA']"
1980,9,"['HM', 'HM', 'HM', 'BM', 'BM', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'SA', 'SA', 'SA', 'HFZ', 'HFZ', 'HFZ', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM']"
1940,10,"['HB', 'SEA', 'SEA', 'SEA', 'WZ', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW', 'U', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'HNFA', 'HNFA', 'HNFA', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'U', 'WW', 'WW']"
1941,10,"['BM', 'BM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HB', 'HB', 'HB', 'HB', 'NZ', 'NZ', 'NZ', 'TM', 'TM', 'TM']"
1942,10,"['BM', 'BM', 'BM', 'BM', 'WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW', 'SZ', 'SZ', 'SZ']"
1943,10,"['BM', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'SA', 'SA', 'SA', 'SA', 'SA', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM']"
1944,10,"['TRM', 'TRM', 'TRM', 'TRM', 'HB', 'HB', 'HB', 'HB', 'HB', 'U', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NEZ', 'NEZ', 'NEZ', 'NEA', 'NEA', 'NEA', 'TM', 'TM', 'TM', 'TM']"
1945,10,"['HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HM', 'HM', 'HM', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'HM', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW', 'TRW']"
1946,10,"['HNA', 'HNA', 'HNA', 'U', 'TM', 'TM', 'TM', 'TM', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'SA', 'SA', 'SA', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'SA', 'SA', 'SA', 'TRM', 'TRM', 'TRM', 'TRM']"
