"V1","V2","V3","V4","V5","V6","time"
37.4513940102423,-19.7204579413598,10.626138557791,9.4697295252091,30.1034403483567,41.3774971412653,1
35.5580682166788,-17.8419384939992,10.1612554365279,8.75887606217601,33.9710170596227,37.1642175171126,2
34.3768964127629,-16.4429516325296,8.94113912211905,12.2233191435802,38.2660406565356,31.760206630487,3
32.9871305115142,-14.6676100506075,5.48175873467888,9.77562029891076,41.6997483569875,26.5660815097068,4
31.9238543940094,-11.488176280585,7.95901709475895,9.25351476226152,41.5915361182265,21.8395801131838,5
24.9757561893196,-10.1279858616696,14.6985612557589,10.5961305230284,39.9055347046422,18.3788590705459,6
17.4858145360889,-6.53411973398924,13.1270839282293,11.926458941695,36.6585652527953,12.6807561934702,7
9.08821712384421,-4.76794728648493,8.05027455487609,11.7069179692019,34.6467659383244,4.62335434126125,8
-0.307745923810795,-4.5030767039502,6.50842335187109,10.109210333496,32.5749808796829,-3.69687492080706,9
-6.20377686538197,-1.13411843366396,1.39148425342867,12.5363854874092,29.9608772216259,-9.29092117323314,10
-16.0654192231504,2.71429704699268,-1.12066412201191,15.621649551521,25.0979048812432,-13.9019841346551,11
-22.3486927799737,3.72853829088951,-2.31470392987426,16.9936102823419,17.2313576220934,-18.5206256703154,12
-27.0528175140955,3.30867365928525,-0.74779041511967,15.6319458999024,8.58333001775932,-23.1505876003738,13
-28.4916076022957,2.96274705493206,-1.53947353684344,17.9291048351685,1.78394831058944,-28.2771353239329,14
-29.7933343555131,2.57888359736139,-1.70445983230344,15.8269485482202,-5.77480530152895,-31.4316821240454,15
-32.1324483269275,1.71388151086126,-2.09204216872299,14.9039839567524,-12.7673237743071,-32.6639726921485,16
-38.8814324602635,1.52891620728539,-4.11705621319745,14.0982212883649,-19.0715508008656,-31.5523995688526,17
-42.249101631213,3.76613336412231,-10.1770956004735,12.9521452490771,-24.0717667289481,-30.4944528044662,18
-46.4229774927361,7.0622628771386,-3.48164864291867,12.4330428592374,-31.2061670516933,-27.5053235706379,19
-44.8118635727532,7.36805285227251,0.164647979848904,9.88163692983623,-36.5769774708663,-23.4643962916111,20
-40.1835756956146,7.71087475162391,1.03385114306581,10.8917745854705,-43.9280817619735,-21.0766887765836,21
-41.0515712794837,8.42220663490819,5.06650694850919,8.76984964795793,-46.7093899314727,-16.9114301863493,22
-37.8279850690124,6.16531632592635,7.88876366994437,8.17322261377958,-48.4743792897275,-14.1037492680464,23
