"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","time"
-15.2778970251743,12.6766819338131,-28.1390454707371,2.74489019041972,0.216316415451472,-7.62686046309121,54.1557782612909,-25.8798490419131,41.5804847652517,-7.29583886390152,6.7000293353145,4.28880269712242,-8.90439402616132,-31.2578751859176,2.41708379791663,-5.47031309839091,12.1028098123706,5.5266024309399,6.96830943208364,8.80409745474031,-30.0574193277292,1.53097948588929,25.5801045605205,-28.6475589128325,13.6821441167513,9.50095676044589,-1.17081925303565,5.85846584679975,35.9974524729302,-4.04773100248085,1
-16.5185069137619,13.0296169062222,-29.4401855141541,4.09208731389858,1.10151660946665,-8.54549900781196,58.8950130596119,-29.3035922272297,37.3360377937854,-10.2712863241236,9.86004299304087,5.45051805658987,-10.8603189849807,-29.9466064042895,7.18998605744268,-3.56616220796548,14.8567790276454,8.01111958483611,5.59693953540435,10.1874427222796,-31.9282060612043,-2.54048425199169,25.1304310296242,-26.4199867364695,13.15633572758,8.02188498425515,2.34531311541716,8.18371173077961,34.8086939021179,-4.92645825009568,2
-13.4904033622162,11.1457662598564,-33.6382179540833,4.38234627681416,2.59125876187608,-7.798232953225,59.6019103807129,-30.319294150355,40.1338308486921,-13.1742008237109,8.36352505530627,7.10523251415399,-8.71598495763691,-32.5607103843954,6.28976414515875,-7.24012233105751,14.7332998571784,12.3050206280488,4.92537197280409,8.24550070667302,-34.8144313641147,-1.59149879146297,26.6549556970686,-25.4043355468619,11.94540143147,8.44963391624939,3.82264871295741,6.10586354299292,31.1423908544386,-3.29451412149551,3
-12.9585879735615,7.51444782106834,-36.4521915227584,1.91198007356703,6.27468591548926,-10.8336908085136,58.4184215075636,-31.4261500326509,42.7423974904293,-13.4823554646057,13.2246090568644,6.99464072616482,-10.0451215041558,-32.5983143897415,4.17389322143395,-12.6159646629696,15.7446609576385,16.8903622487335,3.54313497300848,6.91626263436442,-33.3404569031647,1.39032959470818,26.926931429181,-27.2726038815024,9.15599131675071,10.1247723023735,1.43023223363617,6.51672470554095,29.3132428198516,1.41706167035768,4
-14.7118304338004,1.79953545998451,-42.7432437270905,2.69002288721721,7.09522902053983,-12.6629643166921,54.4171603828951,-31.1305303755411,39.4457584624681,-10.971559642656,12.980073392026,8.31321334409022,-8.55219408178444,-33.1532631586763,1.40180020533532,-13.9539808484499,13.7826367923986,19.7946096578356,6.75840148644221,7.19911840413486,-31.3369401805603,2.60994756398103,27.6111156999839,-24.4057538020677,11.0851463922858,12.1210884812757,3.15398281826333,9.58042784733409,26.623735231437,7.15419139186259,5
-14.9178219689155,-2.82654753527803,-45.0786346802817,2.75804436426408,8.45520292087834,-8.89533800597979,51.1204802719902,-32.13255026984,38.9315394837761,-8.15617521356572,13.9530979171995,7.45439448795227,-8.95183776784768,-33.6089806517732,1.48234856069901,-13.8213545473504,17.665454855184,17.4765981034747,7.81201482798648,4.52936577872335,-30.7531606110475,4.76355577676381,24.9097237849575,-17.4146960458963,10.6339289205811,15.3204799002462,4.67553446680079,10.4969425709565,23.8437489917756,14.5462780643011,6
-14.854082603538,-6.59312412286565,-47.1767751704983,-0.737318052638733,12.5562061307178,-9.65755795342826,48.5668532423253,-27.0922899747996,35.176945699675,-10.2413611838679,16.3125085419561,6.33919616003972,-9.24554621830589,-35.1020623545296,1.13590265925972,-16.3639983069687,16.9678219544265,16.938273082675,6.49498679584803,2.97855024879865,-28.9236268532186,9.2718866760558,18.8820040079642,-14.5277700315305,8.18833000973269,16.5402555614497,6.65409893392117,10.6464666292311,20.1431836226132,20.8459405521024,7
-8.87544921607851,-11.0491362573742,-51.5695402602799,-0.540973814887249,12.4427614228627,-7.75625328300518,46.1179457835137,-25.1489900116068,30.2035540105901,-8.1051401843353,14.8711653059739,2.41382554086602,-9.39767239086468,-36.9698662771408,0.0992579295489799,-19.1786823838556,16.5289263826846,17.1742672067397,3.21342099818431,-0.26201165012474,-26.6079757163611,11.9706734625363,7.89319406628104,-4.44841788136879,11.0838391467654,15.3152692910216,7.73453406480637,11.1479561639212,11.7471032283489,23.8291239577826,8
-9.00683281651837,-16.6131035353478,-55.3187915840994,-3.9263766651719,15.3924814431384,-11.5176537832063,41.2128137049153,-22.5277170880671,23.607982384794,-4.16485303450946,12.8218527660904,2.11868136177549,-12.8934980983725,-37.8792094416998,-4.06029953819635,-22.0812474762495,15.1839252436993,13.582989701125,-0.934189309818902,-1.76947325899992,-24.203705731004,14.4241825200544,-2.62781351425654,2.54286653086406,8.31528172424853,14.3707688920857,11.197373782869,12.0025472315913,6.55827753139417,31.1786284120738,9
-8.45607933401112,-18.3128487977248,-58.1330993333761,-2.8076766900142,18.3079833864357,-9.17302275992691,38.34579503286,-20.8691225973825,19.2083556899034,-0.201059118908828,7.79923806867358,-4.12191934479706,-15.4983114833139,-38.2920084775003,-3.01331680185096,-25.2857956474097,14.8650053783228,12.862697081504,-3.44361891176359,-4.72682895115109,-21.4453264011253,20.2375428083253,-9.59101125214344,8.64973956000956,8.95853512638322,12.3777734876868,13.0132908140329,15.3113968803808,4.18081244803639,33.4874845988113,10
