"V1","V2","V3","V4","V5","time"
8.04976786507898,10.6390064966928,9.16695338990662,3.29145943043011,0.117625512328954,114
8.18083747476978,9.25088336200768,8.91506730875338,3.15287605039084,-0.988154395313248,115
10.2291712495278,9.7724834988421,9.75729794595165,3.01231403260694,0.850509206410102,116
12.9521916555996,11.3394612644378,8.11373002603469,8.72797186343933,1.3813839674665,117
13.4312873808558,11.1918557515889,7.26806113363988,11.7899643709185,-0.562980716757083,118
17.1973650554531,8.00766414894511,9.40955985778474,9.59736901377875,0.399900762056411,119
18.1850782074206,6.93547120159835,8.0730408195185,10.1944822033752,0.18480765240954,120
16.5485868571313,6.25517252531184,6.72953970985771,5.95409915172708,2.02491184317071,121
15.7181072058666,4.28656750227259,4.41184679939083,1.52847868189357,0.279612956928363,122
13.1814553941422,2.35301702483804,-0.276528542194492,0.299464395763822,1.94434140958216,123
12.3297301277648,-0.156884603534186,-6.08751928201412,-0.455304979734173,9.35540700166207,124
10.7094541065876,0.362236124558512,-10.602950240519,-0.0380418675535505,9.61013801526325,125
7.12656559783061,0.0910598145690978,-9.40280616331337,-3.3620631021179,8.70906885554509,126
7.97975853449378,-2.41730085600418,-10.1105788712047,-2.09151049613938,8.49964821426518,127
5.87190002920911,-5.69085656588314,-9.73717431669987,-4.63530227753197,6.84252761838954,128
4.9087372193613,-11.2161094700986,-8.99023000505355,-8.57544593989118,6.12995090414665,129
3.41540596609729,-16.967704707504,-9.59964331400696,-10.2039779364509,8.5588814318706,130
3.79960478504424,-20.4254468394487,-9.60235734380306,-9.27567159545436,7.31316970277271,131
-0.0852322216886773,-25.3972953946319,-8.60641565266491,-7.6460926956389,8.491410579996,132
0.633714223818349,-24.2191596643266,-8.18589316805899,-4.39897460525207,9.4900110237329,133
2.62108051494106,-22.8588281216173,-6.98702178909564,2.51799149555641,4.79070935585373,134
3.16100266267627,-23.6922763983858,-2.28765268237575,1.22970548923949,1.61576070695363,135
4.73043594804134,-20.9233521674267,6.45267060200559,-1.14891223217397,-3.64040660212774,136
7.9278434166455,-22.359630632159,9.75383718820146,0.559265208716736,-3.70792244940507,137
11.9906009545641,-23.1483526242759,8.18068640486875,1.58025864498416,-3.71199636898807,138
10.9102325618609,-21.9267175998621,11.9965697708261,1.98744179708534,-4.07516131111957,139
11.9129911146224,-20.0404944465443,13.2875797821838,4.28483438495088,-7.00362905698338,140
13.0091840507371,-16.2259764156302,15.0591808205182,1.52262219151796,-8.63667815935838,141
14.5641246311569,-12.6162506021483,18.0566164918108,3.3666428544644,-11.4091934923792,142
13.5371501997496,-8.62379151856075,18.003654427467,3.5157997674381,-13.4519471426061,143
16.6319273921761,-3.53170839416707,18.0853439017147,-2.43379938855259,-16.6105107899874,144
17.7631260328839,-2.06050916018825,18.6891051512825,-6.10022484992329,-16.5012294005368,145
19.0746021891621,-2.43392971880314,21.3418850510945,-7.67564272992722,-15.9604343741799,146
21.9222176768978,0.13104824490827,20.9702551120441,-9.66530184549892,-15.6949105946468,147
22.8394806079594,-1.06838066720819,19.6566427377393,-10.7876468056333,-17.9571665097343,148
22.0560460432619,-5.67374378988837,20.541148724882,-15.1862266701601,-19.3161269628302,149
21.5183646477845,-9.00688857004528,19.7020516805494,-19.0254260531138,-19.8535791344063,150
23.8172713895736,-9.44329131665907,15.4693417356857,-21.8899606451701,-19.3479369750796,151
22.7767525503123,-12.6600928624369,13.832887667765,-21.6818386520584,-16.9705666657817,152
20.8735602414947,-15.2991858124709,11.6273284930183,-22.2684280863858,-15.0388347682818,153
18.40283792703,-16.9969062249763,9.30408386056468,-25.499728927947,-11.2846367946706,154
18.8231383839606,-20.7642274899603,9.81801264162685,-28.8605438311349,-8.31565159300632,155
16.1599919961088,-23.3727610918424,7.66746053384415,-27.7417121463942,-4.69800695130556,156
14.8658053391225,-24.504310987244,9.26902880292854,-25.2792281764493,0.995805126061229,157
10.0848433503077,-27.8765643986676,8.07814303368632,-24.0793229598064,11.1285854225035,158
9.81245105068138,-30.8371076370206,10.6233499850119,-23.0133812006464,14.926418844083,159
10.4753248075221,-30.0098949023713,10.6418516969229,-21.0377153380585,18.0816412176217,160
10.7069405806859,-24.3880023176625,10.2857355255137,-16.9596666752577,22.0633574343145,161
11.7790136977305,-21.9429801073519,10.0562671904097,-14.4635266191801,25.4548476880248,162
11.183042892619,-22.3866073369649,8.47828169203731,-14.9258784612723,26.3123355424404,163
12.9294684462166,-18.6571909244361,7.02124970206468,-16.366307195289,29.2602463311915,164
16.0664680740001,-17.493594619539,7.4328301530313,-15.7963867333708,28.6915064312069,165
19.2321379526391,-13.6791904164402,7.66710484106931,-12.29512156449,25.1464777698111,166
20.1282679519951,-8.6424641793901,6.01390340412191,-6.3528468006435,23.0515506160571,167
22.6088292522643,-3.12232209289001,6.28780261984957,-6.48379751279511,20.0281457201389,168
21.1575859859605,-1.05303651276352,0.853917465945833,-8.54026419407805,16.0481280762461,169
24.5174358825717,1.09022209849172,-0.349853343330686,-9.59551280318192,9.47999906408163,170
23.2667365602448,4.51369321582039,-3.44781292038776,-11.391977783538,9.32194316780393,171
20.305984386463,4.15987114961978,-7.0189817702196,-10.3384916052945,6.70807939447843,172
14.8213222006329,2.90449033649295,-11.3098137765147,-17.5018480227759,4.51766715784126,173
7.58809981678732,5.87939346330857,-12.3850598721001,-19.1380414722356,0.59987494667845,174
3.24954636347402,6.57216615020572,-10.1188514261227,-19.1009880611346,-1.31219458664041,175
-2.96177356208976,7.01046846900253,-9.3784528165425,-22.6134500984795,-5.16538222601329,176
-8.9983790508234,11.0594107014386,-11.9696303668462,-23.0234354295299,-5.54730971948604,177
-14.1481677156215,10.511687292872,-11.2426353746979,-25.1516658401853,-4.7499285965723,178
-19.2670817621934,4.1174635836814,-10.1036819850129,-31.6154625270937,-0.878341675358381,179
-24.3582164649856,-0.267378718926237,-7.0636688627834,-32.2718259993151,2.91349844331638,180
-28.0488997219998,2.02887579260922,-3.26677600417134,-33.4713364230428,4.51035065929298,181
-31.3609427955131,2.44483509405484,-0.412001893500689,-33.6373464494853,11.2583029884393,182
-33.5963477237111,1.25170959119258,1.04308999457712,-31.6516595639914,13.5401258133993,183
-34.6279668051026,1.46884689102881,1.83212759418438,-35.2067733912213,17.9717109988809,184
-34.6177776025936,1.16747567665542,8.17796302568845,-30.0290337850532,19.6946919980614,185
-31.1327448868536,0.644985603022127,10.4690152913178,-30.2195051896736,22.421076642185,186
-29.0235189085303,-0.124061562981462,9.0877725605202,-32.7197315799507,26.0679109186481,187
-26.3014533521754,-1.85258196101586,9.29880047326542,-32.0094196960427,30.2902505205492,188
-24.8743748588549,-3.02035754273445,12.2431777019343,-28.9190974044874,31.7992881672979,189
-21.0293925310913,-4.50071331680904,12.5862053178652,-28.1865395823992,32.0435334582906,190
-16.5120845613401,-1.08363739376502,12.2966159559139,-24.2608845319643,30.4639734554002,191
-12.4059538867416,-0.69101827411865,9.12985818242558,-22.3741199832101,26.9822778894196,192
-8.69672964078393,-1.63508751349956,7.8894052223287,-21.6333069723599,26.9424952595473,193
-4.23893022689521,0.426911380180749,4.83675641538228,-23.5835092673996,20.3354096611302,194
-0.4484400613815,1.15135213602604,1.37729887318844,-25.8380992656754,16.4303821419139,195
4.36222558775975,-2.73171061771094,-2.22561972654557,-27.3770976415296,10.4413506373676,196
8.55758232186055,-2.96878211538316,-4.62489007092403,-27.90952704004,8.18465642821086,197
9.11284043285383,-6.45931963504929,-6.22651790072089,-27.3020733175823,8.04566062586646,198
9.71589872542521,-8.3212163243431,-7.83721772334907,-27.0949649896346,6.184015020051,199
13.3861202954566,-8.27597175944566,-9.74977708502386,-24.1221558628842,5.42783324155313,200
17.9742493494282,-11.2682290629784,-13.2649438700831,-25.2057184699372,6.55004415012559,201
18.8747533880178,-12.3650996624135,-12.5847812348844,-25.315317306874,9.24911051235153,202
17.0972871494232,-13.0992753860979,-13.149183959562,-28.7347364345086,8.01305038442923,203
16.0858233109164,-16.4803911848935,-12.2715647371048,-30.5791584060329,9.57442793160509,204
16.7627891518242,-15.5080054532719,-13.2292003885441,-30.3151567121483,14.8403966458368,205
16.3757912626943,-15.6492203647094,-11.4637213198437,-25.9764762693558,18.1255634747256,206
16.038894368596,-17.1654031533911,-9.39171160741618,-26.6158623029137,19.0199619890682,207
17.2030976171505,-14.7203842454018,-6.25928232657837,-23.0478169028507,25.4677246064219,208
17.4117016794455,-14.9822894577748,-6.63487100307998,-19.263531935603,28.3889452561327,209
18.3443060297577,-13.6886105183183,-6.13613435189661,-15.9033370878434,27.4245444088364,210
19.0595037342229,-13.6283020138465,-5.10282716794254,-8.56000283142038,25.5953464356322,211
19.8167064051917,-12.8786380854266,-4.93872705163995,-3.11978049701933,24.4394940825067,212
16.3045517568289,-10.4838639481621,-0.299249430179869,-2.39099633580154,21.2865432008633,213
14.3717575208416,-6.51200097240567,-0.942823383695451,-1.13727373515908,19.0936579381764,214
14.0866220650555,-4.58871324592832,-0.403973044553122,2.41027475153747,20.5791427286454,215
13.3273863630076,-0.570017824012307,0.829432445317293,4.62065182321128,20.7633591520334,216
9.68383264625062,0.18254037824908,3.26852338293989,3.7894971635338,14.6446395928942,217
4.38752928727091,-4.5803190740211,5.60213189936738,3.79873583379435,16.0763246264591,218
2.78202981529366,-4.52950717147041,7.63916659997449,7.36822636943052,14.3991507777909,219
-3.39051926264552,-2.74320315156821,12.3061062356338,5.46102390292905,9.86951224486123,220
-7.79762696248254,0.502306088018334,13.8761979132472,2.35784872279835,6.98537274766513,221
-13.4825589285932,2.32425507357056,15.9563835420367,-4.83851178289572,8.22028026430904,222
-17.2223273854269,5.65726847801409,16.3959500195329,-12.3224154744335,9.08781745169376,223
-21.1813767721699,7.34153197112187,20.7140892735476,-22.2636828759874,8.5428607922077,224
-22.582959678096,9.45918513152956,18.9214082209304,-24.0687053483026,9.73356312055643,225
-22.4867570038925,10.9561367763282,20.092857309649,-25.0476044402199,8.08039341468211,226
-25.3019370384419,14.1222280877133,20.7062093798667,-27.5917297914529,9.18080840806051,227
-23.5645124303774,16.4230844324488,18.7776292500942,-25.8720852732332,9.205687520099,228
-21.0915702426531,19.2266469784165,18.5401552995746,-24.8203011890573,11.8129269738331,229
-18.220851287473,25.995827358376,16.1770157176279,-26.5379165666199,11.5126410157663,230
-15.6507755004326,30.0846908003287,14.4034951708546,-30.8006747293618,11.617843969082,231
-10.2055613434204,29.208994662216,9.96249956314427,-30.6288183042419,10.3963444834796,232
-6.73980760971467,30.4549125755077,8.66090575764448,-33.0418840670047,11.8361771860105,233
-1.65703008737722,29.0787633136904,4.37973494227481,-28.1566347728343,9.53154284348224,234
3.88405573703452,31.590287997631,3.19843493750183,-24.9963130015245,8.32491043846635,235
8.03403063469041,31.0592140043508,0.775069581803478,-18.6999145891262,7.80563306849202,236
13.385100119125,28.970680832773,-0.507657240029817,-14.6490041431203,6.27727044332585,237
14.51045916607,27.1224360895019,-3.00758249742266,-7.54139764886352,5.24455244380283,238
17.7679361200288,27.4574223496819,-3.55185445019294,-0.185851223467296,0.732911503508172,239
19.5797522059004,29.602975638303,-4.86620971644007,1.80281203907287,-0.71527164002077,240
20.2222503750882,29.3115170238611,-3.89647384323619,2.08123547762607,-1.02620847463614,241
25.1276784822174,32.0828862965523,-5.04855184465048,5.1519313130725,-2.98187372452658,242
27.7065299601665,32.0125480420052,-6.50694899738934,7.12932594337411,-4.94927451990049,243
28.4818373534587,34.2602971056018,-6.77803154143546,8.15622983825252,-9.56897333710023,244
29.4403553294483,34.6010277687814,-8.13824980736906,11.7109287469427,-11.6929525428814,245
32.1912257762858,35.6690935950877,-7.21378709268316,10.4486951576642,-12.2744873461148,246
32.6213601046961,33.3353837129501,-7.52230160246401,11.451409481869,-12.65882429545,247
30.0405704128263,34.3991012911023,-9.04338347894836,7.79128335438457,-13.9464356460484,248
29.2199015318752,34.8178826442037,-10.6978348195012,7.65578513575528,-12.9010073501092,249
29.4097942405374,34.4715522528721,-11.4364256588273,3.20418259128578,-12.3209764981419,250
29.9475810797543,33.7538861591522,-13.0771816086145,0.0791473384826055,-12.4042399459075,251
30.4716592059561,30.0471924854756,-12.7624255557689,-2.43498900413071,-13.9219970954721,252
28.6869746716658,28.9773731592547,-15.4858836215654,-4.11261237156643,-10.2692171725751,253
24.560206383193,23.8659973223229,-11.3792343355803,-6.15603689179205,-11.045693834237,254
21.5335539279695,22.1044510684436,-12.733004489466,-9.61448125845125,-9.45166832955919,255
17.6899604838732,21.4467585561495,-15.2228237565183,-11.2187071080088,-9.12340407665935,256
12.7990448170278,19.8458681305435,-18.3435592388786,-14.0621596347257,-9.37212064567678,257
7.3727238490569,18.7418986883312,-15.6146093755666,-18.9310087528683,-8.2177568168688,258
0.843919816061569,16.2434741027139,-13.7067474524641,-21.8392547725956,-7.34975838772435,259
-4.95632308900838,14.3226235843849,-10.9876446102244,-20.2301421494356,-5.21584765704814,260
-13.0755338902182,12.8793360826751,-8.54930885095554,-24.9457745023281,-4.14142967533688,261
-18.897511741013,11.4043890980149,-3.71394418551032,-29.9586360826585,-2.14262880266412,262
-24.6652316421764,5.05693599084724,-0.749878899866776,-33.0920728810445,3.49562598360524,263
-32.5765194225617,2.10190419347341,2.05391218238195,-32.336810268797,10.5278631795653,264
-39.4806811169604,-0.385880747331178,5.37333287961439,-30.6884480785312,12.0041105116089,265
-44.152362882367,0.473831120524729,2.71405237134811,-29.0181933160166,22.0692957313497,266
-48.3455559877063,-0.233515110200686,5.58842079786751,-23.1719249993549,27.2875336008066,267
-50.2024270410972,-0.727118607091215,11.3736085137336,-17.9470735196645,30.1121904069486,268
-48.1943769579975,0.352034803999271,17.6829971590275,-14.5374430233614,32.3454309827338,269
-47.772549052381,0.317832328386539,18.583338884972,-9.66636082767065,34.0558640082479,270
-44.2242745815117,2.49633863681945,18.7559635797635,-8.0185498162883,36.1059564534303,271
-39.2290656099382,5.10157834676866,16.6259237620931,-4.26441547433331,34.9942691681362,272
-31.4915028940662,7.73170035247752,16.8375972145332,4.01825347398565,32.1284014267582,273
-25.5592677204926,9.68786448423587,13.2340047304471,11.1222888780184,31.0260217977431,274
-20.0094146330283,14.4547225637709,10.887954143485,17.7356948695416,26.4473923092599,275
-13.9541546994259,18.2737091689061,8.99929618821168,19.4315175480766,18.2173486649873,276
-6.88285362017112,23.4127731624985,5.75647165766326,21.4845316919245,13.8283175652993,277
-0.239661094808561,24.5031828592852,4.62922091739707,24.7411983344383,1.40481733567912,278
5.68196959064648,26.3044566881488,5.81199112018328,26.1590541132475,-11.0288202439103,279
11.2336945625498,25.2503464777133,2.16831321879064,21.6253269812251,-17.6190162341419,280
14.8163822500617,24.7766678540121,-0.43785762654349,21.5986080934531,-23.0161459382322,281
17.6202558837587,25.5017136861393,-4.07667661419956,20.2738721869463,-28.4344808528153,282
18.1078700171737,26.8977125339741,-4.90615680742068,22.7312312430722,-31.9831042674278,283
18.8619161725816,24.0012780385748,-4.16151885564438,25.9119349806905,-34.7024853965462,284
17.3794933595599,21.6581076010041,-3.77803531963813,22.362690106056,-35.8256582837655,285
15.1888290643869,21.1081635584754,-2.77549950031708,23.1825873171654,-38.2232899166136,286
14.679186945923,23.1318800130182,-1.76058793004348,22.9644919673391,-41.9028555430235,287
14.3333358260551,23.0223144883635,-0.417120901964929,23.6932397675231,-40.9055206719112,288
11.203879831598,20.6888395715195,2.25465942742631,21.4828877378338,-39.5025015393635,289
10.5071474090754,18.6163316049759,5.59856920629893,23.6600895402542,-33.7501308778677,290
8.25709394145768,17.0564298022638,7.00466797692052,23.571495138535,-31.0204879103186,291
6.17977186672905,20.1110233222464,8.81375786813532,27.3413267862536,-26.14793455925,292
4.2191024841354,20.8760700989454,7.11700663659242,26.9113646985299,-28.3762495864744,293
3.60769069021081,20.8801137577811,7.81785470183752,30.3104476435971,-27.561108339077,294
2.42425057970804,17.6866519411013,7.05709052808507,25.7671396561,-31.1836768403856,295
2.5041485719475,18.1173117662116,6.01615130215096,17.2922577765337,-31.7232960247182,296
4.04857768448194,18.3419099359833,1.80308621020376,15.2530093241564,-34.1925992082069,297
5.8006981729615,17.4596030615231,1.08344556799056,14.042271275124,-35.1904011144241,298
6.08643949266914,15.769748548892,-1.67318727456908,15.6595732663545,-35.4896973358981,299
6.00434150266234,14.6046444207423,-4.26712251307254,12.0644713245238,-38.2390063295798,300
8.14285124124611,16.4229789549177,-5.35585074496293,11.3625744445172,-40.3165119221554,301
9.68714978425903,17.8168707349047,-7.49439006293035,6.74918846579963,-44.5445363913334,302
11.1095194071168,14.7962863156827,-9.28049187588231,4.52263402598665,-45.6161847980308,303
11.0412745079646,14.0642583349312,-9.96672185093595,0.0308637941410413,-48.4999703368438,304
12.3805227325062,13.8978221882595,-9.84861120112163,1.68673023398087,-45.7397713393494,305
8.92629403014929,12.4264500956817,-7.86798670023788,0.0899798534060766,-45.3624749192813,306
7.46582849464487,12.661317043507,-7.18179629187206,3.71840247718619,-41.0318448694629,307
2.44656980711528,10.9343171246929,-4.89476110934663,4.87140865760787,-38.5020328970193,308
-2.0737626708293,8.76307420699042,-2.37133143065604,4.93812770069009,-35.0278197018622,309
-4.32924392732086,7.24639534433393,-0.997438891732895,2.50110987842933,-32.4202925518577,310
-8.62095403164453,6.22958308879594,2.85783605013934,-3.81780898280611,-29.5784324808656,311
-9.10973195724364,7.48840758913957,4.82781423819207,-6.27866661287703,-27.6861143224063,312
-10.8613847788797,6.32274443326012,6.08118305406477,-10.3259373499327,-21.2924574937191,313
-13.3577994848944,5.17276369767264,7.89845226313706,-9.11552543960764,-15.8670563647377,314
-12.5704578249564,10.412196414519,6.70736516254124,-8.21135934435462,-11.0883835811767,315
-12.758277746824,7.92044755398772,6.38802173826745,-6.43201607514665,-5.82161124880264,316
